Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5344,1.8714
Canada,Dollar,CAD,0.5929,1.6865
Denmark,Krone,DKK,0.1163,8.5989
Eurozone,Euro,EUR,0.8674,1.1528
Hong Kong,Dollar,HKD,0.1006,9.9444
Japan,Yen,JPY,0.0056,179.5498
Norway,Krone,NOK,0.0765,13.0678
South Africa,Rand,ZAR,0.0428,23.3834
Sweden,Krona,SEK,0.0779,12.8351
Switzerland,Franc,CHF,0.9336,1.0711
United States,Dollar,USD,0.7852,1.2735
