Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.4825,2.0726
Canada,Dollar,CAD,0.5379,1.8592
Denmark,Krone,DKK,0.1120,8.9323
Eurozone,Euro,EUR,0.8353,1.1971
Hong Kong,Dollar,HKD,0.0992,10.0763
Japan,Yen,JPY,0.0052,193.5050
Norway,Krone,NOK,0.0732,13.6601
South Africa,Rand,ZAR,0.0420,23.7934
Sweden,Krona,SEK,0.0770,12.9888
Switzerland,Franc,CHF,0.8762,1.1413
United States,Dollar,USD,0.7720,1.2954
