Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.6547,1.5274
Canada,Dollar,CAD,0.6428,1.5557
Switzerland,Franc,CHF,0.6853,1.4593
Denmark,Krone,DKK,0.115,8.697
European Community,Euro,EUR,0.8568,1.1671
Hong Kong,Dollar,HKD,0.0822,12.1708
Japan,Yen,JPY,0.0079,126.982
Norway,Norwegian Krone,NOK,0.1099,9.1003
Sweden,Krona,SEK,0.095,10.5256
USA,Dollar,USD,0.6387,1.5657
South Africa,Rand,ZAR,0.0965,10.358
