Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5782,1.729500
Canada,Dollar,CAD,0.5900,1.694900
Denmark,Krone,DKK,0.1192,8.387600
Eurozone,Euro,EUR,0.8876,1.126600
Hong Kong,Dollar,HKD,0.0946,10.570000
Japan,Yen,JPY,0.0066,152.380000
Norway,Norwegian Krone,NOK,0.0904,11.060000
South Africa,Rand,ZAR,0.0597,16.740000
Sweden,Krona,SEK,0.0903,11.070000
Switzerland,Franc,CHF,0.7586,1.318300
USA,Dollar,USD,0.7392,1.352800
