Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,,1.7506
Canada,Dollar,CAD,,1.6401
Switzerland,Franc,CHF,,1.2150
Denmark,Krone,DKK,,8.7765
Eurozone,Euro,EUR,,1.1800
Hong Kong,Dollar,HKD,,10.3114
Japan,Yen,JPY,,160.7428
Norway,Norwegian Krone,NOK,,11.2926
Sweden,Krona,SEK,,12.1880
USA,Dollar,USD,,1.3174
South Africa,Rand,ZAR,,19.0397
