Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.4969,2.0124
Canada,Dollar,CAD,0.5423,1.8438
Denmark,Krone,DKK,0.1169,8.5542
Eurozone,Euro,EUR,0.8731,1.1453
Hong Kong,Dollar,HKD,0.0955,10.4730
Japan,Yen,JPY,0.0047,210.7194
Norway,Norwegian Krone,NOK,0.0739,13.5336
South Africa,Rand,ZAR,0.0449,22.2652
Sweden,Krona,SEK,0.0808,12.3691
Switzerland,Franc,CHF,0.9379,1.0662
USA,Dollar,USD,0.7433,1.3454
