Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5647,1.770900
Canada,Dollar,CAD,0.5759,1.736300
Denmark,Krone,DKK,0.1215,8.230600
Eurozone,Euro,EUR,0.9038,1.106400
Hong Kong,Dollar,HKD,0.0948,10.550600
Japan,Yen,JPY,0.0071,140.511400
Norway,Norwegian Krone,NOK,0.0861,11.619100
South Africa,Rand,ZAR,0.0503,19.876700
Sweden,Krona,SEK,0.0898,11.140000
Switzerland,Franc,CHF,0.8322,1.201600
USA,Dollar,USD,0.7348,1.361000
