Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5167,1.9355
Canada,Dollar,CAD,0.5852,1.7088
Denmark,Krone,DKK,0.1146,8.7257
Eurozone,Euro,EUR,0.8560,1.1683
Hong Kong,Dollar,HKD,0.1012,9.8798
Japan,Yen,JPY,0.0052,191.1198
Norway,Norwegian Krone,NOK,0.0732,13.6573
South Africa,Rand,ZAR,0.0420,23.8340
Sweden,Krona,SEK,0.0743,13.4556
Switzerland,Franc,CHF,0.8779,1.1391
USA,Dollar,USD,0.7921,1.2625
