Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5468,1.828800
Canada,Dollar,CAD,0.5529,1.808600
Denmark,Krone,DKK,0.1176,8.502200
Eurozone,Euro,EUR,0.8767,1.140600
Hong Kong,Dollar,HKD,0.0909,11.000000
Japan,Yen,JPY,0.0067,149.180000
Norway,Norwegian Krone,NOK,0.0908,11.010000
South Africa,Rand,ZAR,0.0602,16.620000
Sweden,Krona,SEK,0.0852,11.740000
Switzerland,Franc,CHF,0.7444,1.343300
USA,Dollar,USD,0.7129,1.402800
