Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Australia,Dollar,AUD,0.5352,1.8684
Canada,Dollar,CAD,0.5379,1.8591
Switzerland,Franc,CHF,0.7265,1.3764
Denmark,Krone,DKK,0.1064,9.397
European Community,Euro,EUR,0.7928,1.2613
Hong Kong,Dollar,HKD,0.0898,11.14
Japan,Yen,JPY,0.0062,161.54
Norway,Norwegian Krone,NOK,0.0842,11.88
Sweden,Krona,SEK,0.0858,11.65
USA,Dollar,USD,0.6957,1.4373
South Africa,Rand,ZAR,0.0473,21.13
