Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Papua New Guinea,Kina,PGK,0.2361,4.234735
Philippines,Peso,PHP,0.0136,73.274819
Pakistan,Rupee,PKR,0.006,166.792811
Poland,Zloty,PLN,0.1931,5.179733
Paraguay,Guarani,PYG,0.0001,7361.936792
Qatar,Riyal,QAR,0.1666,6.003833
Romania,New Leu,RON,0.1816,5.505837
Serbia,Dinar,RSD,0.0069,145.042773
Russia,Rouble,RUB,0.016,62.438177
Rwanda,Franc,RWF,0.0009,1127.871509
Saudi Arabia,Riyal,SAR,0.1615,6.192084
Soloman Islands,Dollar,SBD,0.0831,12.040309
Seychelles,Rupee,SCR,0.0479,20.896807
Sudan Republic,Pound,SDG,0.1065,9.393952
Sweden,Krona,SEK,0.0886,11.283692
Singapore,Dollar,SGD,0.4789,2.0881
Sierra Leone,Leone,SLL,0.0001,7163.135094
Somali Republic,Schilling,SOS,0.0007,1483.809433
Surinam,Dollar,SRD,0.1838,5.441267
Saotome & Principe,Dobra,STD,0,29438.28868
El Salvador,Colon,SVC,0.0693,14.422643
Swaziland,Lilangeni,SZL,0.0561,17.821445
Thailand,Baht,THB,0.0187,53.594978
Turkmenistan,New Manat,TMT,0.2132,4.691332
Tunisia,Dinar,TND,0.3583,2.790675
Tonga Islands,Pa'anga (AUS),TOP,0.5479,1.825207
Turkey,Turkish  Lira,TRY,0.2781,3.596256
Trinidad/Tobago,Dollar,TTD,0.0949,10.533339
Taiwan,Dollar,TWD,0.02,49.940276
Tanzania,Schilling,TZS,0.0004,2737.118679
Ukraine,Hryvnia,UAH,0.0515,19.41222
Uganda,Schilling,UGX,0.0002,4271.98849
USA,Dollar,USD,0.6058,1.65073
Uruguay,Peso,UYU,0.0262,38.155898
Uzbekistan,Sum,UZS,0.0003,3792.296981
Venezuela,Bolivar Fuerte,VEF,0.0634,15.771784
Vietnam,Dong,VND,0,34938.75245
Vanuatu,Vatu,VUV,0.0062,162.196641
Western Samoa,Tala,WST,0.2603,3.841328
Cameroon Republic,CFA Franc,XAF,0.0012,812.555075
Antigua,E Caribbean Dollar,XCD,0.2246,4.451947
Benin,CFA Franc,XOF,0.0012,812.555075
Fr. Polynesia,CFP Franc,XPF,0.0068,147.820075
Yemen (Rep of),Rial,YER,0.0028,354.570207
South Africa,Rand,ZAR,0.056,17.860896
Zambia,Kwacha,ZMW,0.099,10.101411
Zimbabwe,Dollar,ZWL,0.0016,623.263884
