Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Haiti,Gourde,HTG,0.0152,65.88094898
Hungary,Forint,HUF,0.0028,356.9205918
Indonesia,Rupi ah,IDR,0.0001,14803.45714
Israel,Shekel,ILS,0.1637,6.108028846
India,Rupee,INR,0.0118,84.53280577
Iraq,Dinar,IQD,0.0005,1838.802041
Iran,Rial,IRR,0.0001,19282.64082
Iceland,Krona,ISK,0.0055,181.9076531
Jamaica,Dollar,JMD,0.0072,139.7878571
Jordan,Dinar,JOD,0.8923,1.120644898
Japan,Yen,JPY,0.0079,126.15025
Kenya,Schilling,KES,0.0075,133.743898
Kyrgyz Republic,Som,KGS,0.0203,49.32093878
Cambodia,Riel,KHR,0.0002,6389.105714
Comoros,Franc,KMF,0.0016,607.1347143
Korea (North),Won,KPW,0.4862,2.056610204
South Korea,Won,KRW,0.0006,1785.194231
Kuwait,Dinar,KWD,2.2554,0.443371
Cayman Islands,Dollar,KYD,0.7708,1.297328571
Kazakhstan,Tenge,KZT,0.0042,235.9482041
Lao People's Dem Rep,Kip,LAK,0.0001,12601.87755
Lebanon,Pound,LBP,0.0004,2380.240816
Sri Lanka,Rupee,LKR,0.0049,202.164449
Lesotho,Loti,LSL,0.0769,13.0064102
Lithuania,Litas,LTL,0.2347,4.261118367
Latvia,Lat,LVL,1.1621,0.860487755
Libya,Dinar,LYD,0.5056,1.977814286
Morocco,Dirham,MAD,0.0731,13.68119796
Moldova,Leu,MDL,0.0522,19.16901429
Madagascar,Malagasy Ariary,MGA,0.0003,3479.529184
Macedonia,Denar,MKD,0.0132,76.00967143
Myanmar,Kyat,MMK,0.001,998.8509143
Mongolia,Tugrik,MNT,0.0005,2149.365918
Macao,Pataca,MOP,0.0791,12.64018571
Mauritania,Ouguiya,MRO,0.0021,469.0617959
Mauritius,Rupee,MUR,0.021,47.71348163
Maldive Islands,Rufiyaa,MVR,0.0411,24.31587143
Malawi,Kwacha,MWK,0.0025,395.9801429
Mexico,Mexican Peso,MXN,0.0479,20.87571154
Malaysia,Ringgit,MYR,0.2045,4.889942308
Mozambique,Metical,MZN,0.0224,44.73118776
Nigeria,Naira,NGN,0.004,251.4364286
Nicaragua,Gold Cordoba,NIO,0.0269,37.23931429
Norway,Norwegian Krone,NOK,0.1083,9.233155769
Nepal,Rupee,NPR,0.0074,135.2030612
New Zealand,Dollar,NZD,0.5102,1.959825
Oman,Rial,OMR,1.6416,0.609144898
Panama,Balboa,PAB,0.6321,1.582097959
Peru,New Sol,PEN,0.2394,4.177540816
Papua New Guinea,Kina,PGK,0.3067,3.260636735
Philippines,Peso,PHP,0.0149,66.91208462
Pakistan,Rupee,PKR,0.0068,147.7022857
Poland,Zloty,PLN,0.1934,5.169414286
Paraguay,Guaran i,PYG,0.0001,7021.556939
Qatar,Riyal,QAR,0.1736,5.760416327
Romania,New Leu,RON,0.1814,5.512736735
Serbia,Dinar,RSD,0.0072,139.6997347
Russia,Rouble,RUB,0.0203,49.32093878
Rwanda,Franc,RWF,0.001,971.3158367
Saudi Arabia,Riyal,SAR,0.1685,5.936051923
Soloman Islands,Dollar,SBD,0.0891,11.22424898
Seychelles,Rupee,SCR,0.0461,21.7087449
Sudan Republic,Pound,SDG,0.1787,5.594983673
Sweden,Krona,SEK,0.0931,10.74125962
Singapore,Dollar,SGD,0.5048,1.980832692
Sierra Leone,Leone,SLL,0.0001,6872.885714
Somali Republic,Schilling,SOS,0.0004,2491.090204
Surinam,Dollar,SRD,0.1915,5.220865306
Saotome & Principe,Dobra,STD,0,29877.95918
El Salvador,Colon,SVC,0.0723,13.83918163
Syria,Pound,SYP,0.01,100.277798
Swaziland,Lilangeni,SZL,0.0769,13.0064102
Thailand,Baht,THB,0.0203,49.22333077
Tajikistan,Somoni,TJS,0.0203,49.32093878
Turkmenistan,New Manat,TMT,0.2222,4.500820408
Tunisia,Dinar,TND,0.4037,2.476826531
Tonga Islands,Pa'anga (AUS),TOP,0.6534,1.530380769
Turkey,Turkish Lira,TRY,0.3509,2.850042857
Trinidad/Tobago,Dollar,TTD,0.0986,10.13733061
Taiwan,Dollar,TWD,0.0213,46.85853654
Tanzania,Schilling,TZS,0.0004,2509.602041
Ukraine,Hryvnia,UAH,0.0782,12.79273673
Uganda,Schilling,UGX,0.0003,3956.551837
USA,Dollar,USD,0.6318,1.582875
Uruguay,Peso,UYU,0.0311,32.10422041
Uzbekistan,Sum,UZS,0.0003,2986.947755
Venezuela,Bolivar Fuerte,VEF,0.1472,6.794202041
Vietnam,Dong,VND,0,33021.28571
Vanuatu,Vatu,VUV,0.0067,149.2463061
Western Samoa,Tala,WST,0.2754,3.631644898
Cameroon Republic,CFA Franc,XAF,0.0012,809.5128367
Antigua,E Caribbean Dollar,XCD,0.2341,4.271626531
Benin,CFA Franc,XOF,0.0012,809.5128367
Fr. Polynesia,CFP Franc,XPF,0.0068,147.2666122
Yemen (Rep of),Rial,YER,0.0029,341.0230408
South Africa,Rand,ZAR,0.0769,13.00696731
Zambia,Kwacha,ZMK,0.0001,8132.80551
Zimbabwe,Dollar,ZWL,0.0017,598.3851875
