Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Somali Republic,Schilling,SOS,0.0013,741.514167
Surinam,Dollar,SRD,0.1051,9.516350
Saotome & Principe,Dobra,STD,0.0000,27830.600000
El Salvador,Colon,SVC,0.0896,11.160833
Swaziland,Lilangeni,SZL,0.0546,18.305000
Thailand,Baht,THB,0.0250,39.945833
Turkmenistan,New Manat,TMT,0.2235,4.474533
Tunisia,Dinar,TND,0.2665,3.751750
Tonga Islands,Pa'anga (AUS),TOP,0.5330,1.876275
Turkey,Turkish  Lira,TRY,0.1409,7.095000
Trinidad/Tobago,Dollar,TTD,0.1161,8.615733
Taiwan,Dollar,TWD,0.0254,39.425833
Tanzania,Schilling,TZS,0.0003,2946.275833
Ukraine,Hryvnia,UAH,0.0298,33.555000
Uganda,Schilling,UGX,0.0002,4715.306667
USA,Dollar,USD,0.7837,1.275983
Uruguay,Peso,UYU,0.0226,44.200000
Uzbekistan,Sum,UZS,0.0001,11137.847500
Venezuela,Bolivar Fuerte,VEF,0.0000,315942.907500
Vietnam,Dong,VND,0.0000,29637.330000
Vanuatu,Vatu,VUV,0.0068,147.373333
Western Samoa,Tala,WST,0.2988,3.346683
Cameroon Republic,CFA Franc,XAF,0.0013,746.490833
Antigua,E Caribbean Dollar,XCD,0.2903,3.445167
Benin,CFA Franc,XOF,0.0013,746.490833
Fr. Polynesia,CFP Franc,XPF,0.0074,135.334167
Yemen (Rep of),Rial,YER,0.0031,319.185833
South Africa,Rand,ZAR,0.0546,18.305000
Zambia,Kwacha,ZMW,0.0623,16.060833
Zimbabwe,Dollar,ZWL,0.0022,461.775833
