Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Oman,Rial,OMR,1.661,0.602060377
Panama,Balboa,PAB,0.6395,1.563767925
Peru,New Sol,PEN,0.2375,4.210445283
Papua New Guinea,Kina,PGK,0.2777,3.6015
Philippines,Peso,PHP,0.0151,66.2356566
Pakistan,Rupee,PKR,0.0063,158.273566
Poland,Zloty,PLN,0.2025,4.939332075
Paraguay,Guarani,PYG,0.0001,6724.010943
Qatar,Riyal,QAR,0.1756,5.693373585
Romania,New Leu,RON,0.1921,5.205075472
Serbia,Dinar,RSD,0.0075,133.1364906
Russia,Rouble,RUB,0.0205,48.78582453
Rwanda,Franc,RWF,0.001,1013.289
Saudi Arabia,Riyal,SAR,0.1706,5.862673585
Soloman Islands,Dollar,SBD,0.0895,11.17778491
Seychelles,Rupee,SCR,0.0527,18.98894151
Sudan Republic,Pound,SDG,0.1409,7.09859434
Sweden,Krona,SEK,0.0983,10.17686226
Singapore,Dollar,SGD,0.5119,1.953333962
Sierra Leone,Leone,SLL,0.0001,6758.089057
Somali Republic,Schilling,SOS,0.0005,2146.782453
Surinam,Dollar,SRD,0.1938,5.160362264
Saotome & Principe,Dobra,STD,0,27972.62642
El Salvador,Colon,SVC,0.0731,13.67879623
Syria,Pound,SYP,0.0064,156.1942642
Swaziland,Lilangeni,SZL,0.0669,14.95388491
Thailand,Baht,THB,0.0209,47.94014906
Tajikistan,Somoni,TJS,0.0283,35.33922075
Turkmenistan,New Manat,TMT,0.2247,4.450096226
Tunisia,Dinar,TND,0.3946,2.534460377
Tonga Islands,Pa'anga (AUS),TOP,0.6121,1.63367963
Turkey,Turkish Lira,TRY,0.3379,2.959177358
Trinidad/Tobago,Dollar,TTD,0.0997,10.03088679
Taiwan,Dollar,TWD,0.0216,46.34685472
Tanzania,Schilling,TZS,0.0004,2528.795094
Ukraine,Hryvnia,UAH,0.0785,12.73938113
Uganda,Schilling,UGX,0.0002,4055.188302
USA,Dollar,USD,0.64,1.562598246
Uruguay,Peso,UYU,0.0314,31.81307925
Uzbekistan,Sum,UZS,0.0003,3257.227358
Venezuela,Bolivar Fuerte,VEF,0.1076,9.297733962
Vietnam,Dong,VND,0,32865.61698
Vanuatu,Vatu,VUV,0.0067,150.2473774
Western Samoa,Tala,WST,0.2772,3.607826415
Cameroon Republic,CFA Franc,XAF,0.0013,773.0006415
Antigua,E Caribbean Dollar,XCD,0.2368,4.222122642
Benin,CFA Franc,XOF,0.0013,773.0006415
Fr. Polynesia,CFP Franc,XPF,0.0071,140.6242642
Yemen (Rep of),Rial,YER,0.003,336.2149434
South Africa,Rand,ZAR,0.0666,15.01134151
Zambia,Kwacha,ZMW,0.119,8.4061
Zimbabwe,Dollar,ZWL,0.0017,591.4392549
