Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Malawi,Kwacha,MWK,0.0043,234.0958269
Malaysia,Ringgit,MYR,0.2047,4.884701923
Maldive Islands,Rufiyaa,MVR,0.0503,19.87159038
Mali Republic,Franc,CFA,0.0013,771.0288462
Malta,Euro,EUR,0.849,1.177921154
Mauritania,Ouguiya,MRO,0.0023,435.9608462
Mauritius,Rupee,MUR,0.0211,47.45843462
Mexico,Mexican Peso,MXN,0.0516,19.36745962
Moldova,Leu,MDL,0.0526,19.01755962
Mongolia,Tugrik,MNT,0.0005,2036.420577
Montserrat,E Caribbean Dollar,XCD,0.2386,4.191667308
Morocco,Dirham,MAD,0.0763,13.11011154
Mozambique,Metical,MZN,0.0187,53.43365962
Myanmar,Kyat,MMK,0.1005,9.951288462
Nepal,Rupee,NPR,0.0088,113.1317308
Netherland,Euro,EUR,0.849,1.177921154
New Caledonia,Franc,CFP,0.0071,140.1786923
New Zealand,Dollar,NZD,0.4705,2.125359615
Nicaragua,Gold Cordoba,NIO,0.0298,33.52881346
Niger Republic,Franc,CFA,0.0013,771.0288462
Nigeria,Naira,NGN,0.0042,235.51275
Norway,Norwegian Krone,NOK,0.107,9.350117308
Oman,Rial,OMR,1.6783,0.595857692
Pakistan,Rupee,PKR,0.0075,132.5522885
Panama,Balboa,PAB,0.6441,1.552490385
Papua New Guinea,Kina,PGK,0.2399,4.168917308
Paraguay,Guarani,PYG,0.0001,7336.740385
Peru,New Sol,PEN,0.2294,4.358525
Philippines,Peso,PHP,0.0144,69.23702115
Poland,Zloty,PLN,0.2135,4.684688462
Portugal,Euro,EUR,0.849,1.177921154
Qatar,Riyal,QAR,0.1769,5.651401923
Romania,New Leu,RON,0.2008,4.97975
Russia,Rouble,RUB,0.0213,46.97927115
Rwanda,Franc,RWF,0.0011,914.59275
Saotome & Principe,Dobra,STD,0,28529.41346
Saudi Arabia,Riyal,SAR,0.1715,5.829838462
Senegal,Franc,CFA,0.0013,771.0288462
Serbia,Dinar,RSD,0.0082,122.4687308
Seychelles,Rupee,SCR,0.0524,19.07171731
Sierra Leone,Leone,SLE,0.0002,6301.377692
Singapore,Dollar,SGD,0.4826,2.072123077
Slovakia,Euro,EUR,0.849,1.177921154
Slovenia,Euro,EUR,0.849,1.177921154
Soloman Islands,Dollar,SBD,0.0821,12.17658462
Somali Republic,Schilling,SOS,0.0004,2385.471731
South Africa,Rand,ZAR,0.0895,11.17739615
South Korea,Won,KRW,0.0006,1789.591538
Spain,Euro,EUR,0.849,1.177921154
Sri Lanka,Rupee,LKR,0.0057,174.2118269
St Christopher &,E Caribbean Dollar,XCD,0.2386,4.191667308
St Lucia,E Caribbean Dollar,XCD,0.2386,4.191667308
St Vincent,E Caribbean Dollar,XCD,0.2386,4.191667308
Sudan Republic,Pound,SDG,0.2713,3.686451923
Surinam,Dollar,SRD,0.2273,4.398859615
Swaziland,Lilangeni,SZL,0.0894,11.17992308
Sweden,Krona,SEK,0.0914,10.93737692
Switzerland,Franc,CHF,0.6342,1.576871154
Syria,Pound,SYP,0.0138,72.22703462
Taiwan,Dollar,TWD,0.0208,47.98907115
Tajikistan,Somoni,TJS,0.0213,46.97927115
Tanzania,Schilling,TZS,0.0004,2290.206731
Thailand,Baht,THB,0.0207,48.39285
Togo Republic,Franc,CFA,0.0013,771.0288462
Tonga Islands,Pa'anga (AUS),TOP,0.6051,1.652613208
Trinidad/Tobago,Dollar,TTD,0.1013,9.875382692
Tunisia,Dinar,TND,0.4464,2.240178846
Turkey,Turkish  Lira,TRY,0.4229,2.364621154
Turkmenistan,New Manat,TMT,0.0329,30.35601346
UAE,Dirham,AED,0.1754,5.702134615
Uganda,Schilling,UGX,0.0003,3504.665192
Ukraine,Hryvnia,UAH,0.0812,12.314275
Uruguay,Peso,UYU,0.0322,31.05341346
USA,Dollar,USD,0.6437,1.55345
Uzbekistan,Sum,UZS,0.0004,2507.691538
Vanuatu,Vatu,VUV,0.0065,153.1262115
Venezuela,Bolivar Fuerte,VEF,0.15,6.667315385
Vietnam,Dong,VND,0,30237.45385
Wallis & Futuna Islands,Franc,CFP,0.0071,140.1786923
Western Samoa,Tala,WST,0.2625,3.809496154
Yemen (Rep of),Rial,YER,0.0029,340.98825
Zambia,Kwacha,ZMK,0.0001,7497.684038
Zimbabwe,Dollar,ZWL,0.0017,587.473
