Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Gabon,Franc,CFA,0.0012,832.173132
Gambia,Dalasi,GMD,0.0151,66.209526
Georgia,Lari,GEL,0.3391,2.94908
Germany,Euro,EUR,0.7874,1.270009
Ghana,Cedi,GHS,0.191,5.235273
Greece,Euro,EUR,0.7874,1.270009
Grenada,E Caribbean Dollar,XCD,0.2289,4.368359
Guatemala,Quetzal,GTQ,0.0802,12.468307
Guinea Bissau,Franc,CFA,0.0012,832.173132
Guinea Republic,Franc,GNF,0.0001,11212.55817
Guyana,Dollar,GYD,0.003,331.443521
Haiti,Gourde,HTG,0.0135,73.930236
Honduras,Lempira,HNL,0.0298,33.571838
Hong Kong,Dollar,HKD,0.0797,12.547017
Hungary,Forint,HUF,0.0025,392.366607
Iceland,Krona,ISK,0.0051,194.715648
India,Rupee,INR,0.0101,98.809869
Indonesia,Rupiah,IDR,0.0001,19449.2437
Iraq,Dinar,IQD,0.0005,1876.876603
Ireland,Euro,EUR,0.7874,1.270009
Israel,Shekel,ILS,0.1686,5.932238
Italy,Euro,EUR,0.7874,1.270009
Jamaica,Dollar,JMD,0.0055,182.027048
Japan,Yen,JPY,0.0057,176.516505
Jordan,Dinar,JOD,0.8727,1.145896
Kazakhstan,Tenge,KZT,0.0034,295.638825
Kenya,Schilling,KES,0.0069,143.896907
Kuwait,Dinar,KWD,2.151,0.464909
Kyrgyz Republic,Som,KGS,0.0112,89.656744
Lao People's Dem Rep,Kip,LAK,0.0001,13016.24603
Latvia,Euro,EUR,0.7874,1.270009
Lebanon,Pound,LBP,0.0004,2443.96398
Lesotho,Loti,LSL,0.0544,18.3761
Liberia,Dollar (US),USD,0.6255,1.598652
Libya,Dinar,LYD,0.5007,1.997203
Lithuania,Litas,LTL,0.2713,3.685982
Luxembourg,Euro,EUR,0.7874,1.270009
Macao,Pataca,MOP,0.0774,12.920921
Macedonia,Denar,MKD,0.0128,77.971421
Madagascar,Malagasy Ariary,MGA,0.0002,4165.12949
Malawi,Kwacha,MWK,0.0015,686.484492
Malaysia,Ringgit,MYR,0.1852,5.399236
Maldive Islands,Rufiyaa,MVR,0.0402,24.855546
Mali Republic,Franc,CFA,0.0012,832.173132
Malta,Euro,EUR,0.7874,1.270009
Mauritania,Ouguiya,MRO,0.0021,473.63995
Mauritius,Rupee,MUR,0.0198,50.568207
Mexico,Mexican Peso,MXN,0.0453,22.087078
Moldova,Leu,MDL,0.0415,24.06798
Mongolia,Tugrik,MNT,0.0003,3003.960344
Montserrat,E Caribbean Dollar,XCD,0.2289,4.368359
Morocco,Dirham,MAD,0.0712,14.039213
Mozambique,Metical,MZN,0.0195,51.399896
Myanmar,Kyat,MMK,0.0006,1602.103403
Nepal,Rupee,NPR,0.0063,158.123055
Netherland,Euro,EUR,0.7874,1.270009
New Caledonia,Franc,CFP,0.0066,151.415111
New Zealand,Dollar,NZD,0.5017,1.993251
Nicaragua,Gold Cordoba,NIO,0.0236,42.398398
Niger Republic,Franc,CFA,0.0012,832.173132
Nigeria,Naira,NGN,0.0036,277.120103
Norway,Norwegian Krone,NOK,0.093,10.747198
Oman,Rial,OMR,1.6056,0.622811
Pakistan,Rupee,PKR,0.0062,162.236948
Panama,Balboa,PAB,0.6181,1.617934
Papua New Guinea,Kina,PGK,0.2396,4.172923
Paraguay,Guarani,PYG,0.0001,7289.729365
Peru,New Sol,PEN,0.2143,4.666884
Philippines,Peso,PHP,0.014,71.664084
Poland,Zloty,PLN,0.1881,5.316865
Portugal,Euro,EUR,0.7874,1.270009
Qatar,Riyal,QAR,0.1698,5.890167
Romania,New Leu,RON,0.1778,5.625182
Russia,Rouble,RUB,0.014,71.37214
Rwanda,Franc,RWF,0.0009,1110.898894
Saotome & Principe,Dobra,STD,0,29958.59048
Saudi Arabia,Riyal,SAR,0.1647,6.070709
Senegal,Franc,CFA,0.0012,832.173132
Serbia,Dinar,RSD,0.0066,150.396971
Seychelles,Rupee,SCR,0.0473,21.147042
Sierra Leone,Leone,SLE,0.0001,7017.841884
Singapore,Dollar,SGD,0.4812,2.078003
Slovakia,Euro,EUR,0.7874,1.270009
Slovenia,Euro,EUR,0.7874,1.270009
Soloman Islands,Dollar,SBD,0.0834,11.983561
Somali Republic,Schilling,SOS,0.0008,1321.721605
South Africa,Rand,ZAR,0.0561,17.834982
South Korea,Won,KRW,0.0006,1712.111742
Spain,Euro,EUR,0.7874,1.270009
Sri Lanka,Rupee,LKR,0.0047,211.766992
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2289,4.368359
St Lucia,E Caribbean Dollar,XCD,0.2289,4.368359
St Vincent,E Caribbean Dollar,XCD,0.2289,4.368359
Sudan Republic,Pound,SDG,0.1091,9.163836
Surinam,Dollar,SRD,0.1876,5.329569
Swaziland,Lilangeni,SZL,0.0562,17.807253
Sweden,Krona,SEK,0.0854,11.712365
Switzerland,Franc,CHF,0.6661,1.501175
Taiwan,Dollar,TWD,0.0202,49.464353
Tanzania,Schilling,TZS,0.0004,2750.949825
Thailand,Baht,THB,0.019,52.555153
Togo Republic,Franc,CFA,0.0012,832.173132
Tonga Islands,Pa'anga (AUS),TOP,0.5421,1.844671
Trinidad/Tobago,Dollar,TTD,0.0969,10.316169
Tunisia,Dinar,TND,0.3505,2.852901
Turkey,Turkish  Lira,TRY,0.277,3.60965
Turkmenistan,New Manat,TMT,0.2088,4.788902
UAE,Dirham,AED,0.1683,5.941769
Uganda,Schilling,UGX,0.0002,4327.1103
Ukraine,Hryvnia,UAH,0.043,23.276661
Uruguay,Peso,UYU,0.026,38.430992
USA,Dollar,USD,0.6255,1.598652
Uzbekistan,Sum,UZS,0.0003,3809.483059
Vanuatu,Vatu,VUV,0.0062,160.865048
Venezuela,Bolivar Fuerte,VEF,0.0631,15.849496
Vietnam,Dong,VND,0,34369.76326
Wallis & Futuna Islands,Franc,CFP,0.0066,151.415111
Western Samoa,Tala,WST,0.2615,3.823928
Yemen (Rep of),Rial,YER,0.0029,347.80949
Zambia,Kwacha,ZMW,0.0969,10.324705
Zimbabwe,Dollar,ZWL,0.0017,605.873298
