Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Jordan,Dinar,JOD,1.0721,0.9328
Kazakhstan,Tenge,KZT,0.0015,688.5860
Kenya,Schilling,KES,0.0059,170.1453
Kuwait,Dinar,KWD,2.4776,0.4036
Kyrgyz Republic,Som,KGS,0.0087,115.0387
Lao People's Dem Rep,Kip,LAK,0.0000,28511.4338
Lebanon,Pound,LBP,0.0000,118045.5489
Lesotho,Loti,LSL,0.0424,23.5888
Liberia,Dollar,LRD,0.0039,254.0056
Libya,Dinar,LYD,0.1442,6.9341
Macao,Pataca,MOP,0.0947,10.5643
Macedonia,Denar,MKD,0.0139,72.0903
Madagascar,Malagasy Ariary,MGA,0.0002,5978.6258
Malawi,Kwacha,MWK,0.0004,2279.9960
Malaysia,Ringgit,MYR,0.1764,5.6691
Maldive Islands,Rufiyaa,MVR,0.0492,20.3106
Mali Republic,CFA Franc,XOF,0.0013,768.5905
Mauritania,Ouguiya,MRU,0.0191,52.2791
Mauritius,Rupee,MUR,0.0166,60.1219
Mexico,Mexican Peso,MXN,0.0394,25.3795
Moldova,Leu,MDL,0.0434,23.0310
Mongolia,Tugrik,MNT,0.0002,4656.6571
Montserrat,E Caribbean Dollar,XCD,0.2808,3.5611
Morocco,Dirham,MAD,0.0810,12.3469
Mozambique,Metical,MZN,0.0119,84.0767
Myanmar,Kyat,MMK,0.0004,2761.7754
Nepal,Rupee,NPR,0.0055,182.5153
New Caledonia,CFP Franc,XPF,0.0072,139.8220
New Zealand,Dollar,NZD,0.4434,2.2552
Nicaragua,Gold Cordoba,NIO,0.0207,48.3945
Nigeria,Naira,NGN,0.0005,2013.3115
Niger Republic,CFA Franc,XOF,0.0013,768.5905
Norway,Norwegian Krone,NOK,0.0729,13.7184
Oman,Rial,OMR,1.9749,0.5064
Pakistan,Rupee,PKR,0.0027,370.4613
Panama,Balboa,PAB,0.7601,1.3156
Papua New Guinea,Kina,PGK,0.1839,5.4386
Paraguay,Guarani,PYG,0.0001,10045.9457
Peru,New Sol,PEN,0.2114,4.7294
Philippines,Peso,PHP,0.0132,75.6611
Poland,Zloty,PLN,0.2013,4.9685
Qatar,Riyal,QAR,0.2088,4.7889
Romania,New Leu,RON,0.1697,5.8924
Russia,Rouble,RUB,0.0090,111.6102
Rwanda,Franc,RWF,0.0005,1876.3008
Saudi Arabia,Riyal,SAR,0.2027,4.9336
Senegal,CFA Franc,XOF,0.0013,768.5905
Serbia,Dinar,RSD,0.0073,137.3056
Seychelles,Rupee,SCR,0.0527,18.9759
Sierra Leone,Leone,SLE,0.0334,29.9624
Singapore,Dollar,SGD,0.5809,1.7215
Soloman Islands,Dollar,SBD,0.0897,11.1472
Somali Republic,Schilling,SOS,0.0013,750.8560
South Africa,Rand,ZAR,0.0424,23.5888
South Korea,Won,KRW,0.0005,1862.2124
Sri Lanka,Rupee,LKR,0.0025,394.3241
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2808,3.5611
St Lucia,E Caribbean Dollar,XCD,0.2808,3.5611
St Vincent,E Caribbean Dollar,XCD,0.2808,3.5611
Sudan Republic,Pound,SDG,0.0013,790.3640
Surinam,Dollar,SRD,0.0204,48.9178
Swaziland,Lilangeni,SZL,0.0424,23.5888
Sweden,Krona,SEK,0.0768,13.0268
Switzerland,Franc,CHF,0.9111,1.0976
Taiwan,Dollar,TWD,0.0244,41.0345
Tanzania,Schilling,TZS,0.0003,3369.6955
Thailand,Baht,THB,0.0231,43.3654
Togo Republic,CFA Franc,XOF,0.0013,768.5905
Tonga Islands,Pa'anga (AUS),TOP,0.3157,3.1671
Trinidad/Tobago,Dollar,TTD,0.1120,8.9260
Tunisia,Dinar,TND,0.2532,3.9495
Turkey,Turkish  Lira,TRY,0.0194,51.4461
Turkmenistan,New Manat,TMT,0.2171,4.6064
UAE,Dirham,AED,0.2070,4.8317
Uganda,Schilling,UGX,0.0002,4753.1434
Ukraine,Hryvnia,UAH,0.0183,54.7913
Uruguay,Peso,UYU,0.0183,54.6657
USA,Dollar,USD,0.7601,1.3156
Uzbekistan,Sum,UZS,0.0001,16621.8741
Vanuatu,Vatu,VUV,0.0063,159.6128
Vietnam,Dong,VND,0.0000,34134.3405
Wallis & Futuna Islands,CFP Franc,XPF,0.0072,139.8220
Western Samoa,Tala,WST,0.2755,3.6295
Yemen (Rep of),Rial,YER,0.0031,320.4440
Zambia,Kwacha,ZMW,0.0297,33.6736
Zimbabwe,Zimbabwe Gold,ZWG,0.0285,35.0855
Zimbabwe,Zimbabwe Gold,ZWG,0.0285,35.0855
