Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Trinidad/Tobago,Dollar,TTD,0.1074,9.310583
Tunisia,Dinar,TND,0.2622,3.814233
Turkey,Turkish  Lira,TRY,0.0864,11.579225
Turkmenistan,New Manat,TMT,0.2071,4.828742
UAE,Dirham,AED,0.1976,5.059783
Uganda,Schilling,UGX,0.0002,4955.909167
Ukraine,Hryvnia,UAH,0.0266,37.650833
Uruguay,Peso,UYU,0.0167,59.855833
USA,Dollar,USD,0.7259,1.377525
Uzbekistan,Sum,UZS,0.0001,14588.7475
Vanuatu,Vatu,VUV,0.0066,152.045
Venezuela,Bolivar Fuerte,VEF,0,333147.7217
Vietnam,Dong,VND,0,31620.9925
Wallis & Futuna Islands,Franc,CFP,0.0072,138.3275
Western Samoa,Tala,WST,0.2851,3.507625
Yemen (Rep of),Rial,YER,0.0029,346.2125
Zambia,Kwacha,ZMW,0.0355,28.196667
Zimbabwe,Dollar,ZWL,0.002,498.515
