Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Korea (North),Won,KPW,0.1634,6.119613
Kuwait,Dinar,KWD,2.2557,0.443325
Kyrgyz Republic,Som,KGS,0.0213,47.057882
Lao People's Dem Rep,Kip,LAK,0.0001,12823.65294
Latvia,Lat,EUR,1.2284,0.814049
Lebanon,Pound,LBP,0.0004,2413.901568
Lesotho,Loti,LSL,0.0865,11.560037
Liberia,Dollar (US),USD,0.6235,1.603844
Libya,Dinar,LYD,0.5137,1.946633
Lithuania,Litas,LTL,0.2514,3.97815
Luxembourg,Euro,EUR,0.8683,1.151701
Macao,Pataca,MOP,0.0778,12.854964
Macedonia,Denar,MKD,0.0141,70.877366
Madagascar,Malagasy Ariary,MGA,0.0003,3246.625294
Malawi,Kwacha,MWK,0.004,250.396784
Malaysia,Ringgit,MYR,0.2041,4.899313
Maldive Islands,Rufiyaa,MVR,0.0433,23.093664
Mali Republic,Franc,CFA,0.0013,755.748666
Malta,Euro,EUR,0.8683,1.151701
Mauritania,Ouguiya,MRO,0.0022,451.256274
Mauritius,Rupee,MUR,0.0217,46.046884
Mexico,Mexican Peso,MXN,0.0503,19.867946
Moldova,Leu,MDL,0.0532,18.811905
Mongolia,Tugrik,MNT,0.0005,2021.839215
Montserrat,E Caribbean Dollar,XCD,0.231,4.328835
Morocco,Dirham,MAD,0.0785,12.740574
Mozambique,Metical,MZN,0.0214,46.630631
Myanmar,Kyat,MMK,0.0973,10.276898
Nepal,Rupee,NPR,0.0084,119.028039
Netherland,Euro,EUR,0.8683,1.151701
New Caledonia,Franc,CFP,0.0073,137.471117
New Zealand,Dollar,NZD,0.4927,2.029523
Nicaragua,Gold Cordoba,NIO,0.0279,35.904198
Niger Republic,Franc,CFA,0.0013,755.748666
Nigeria,Naira,NGN,0.004,249.169352
Norway,Norwegian Krone,NOK,0.1114,8.977276
Oman,Rial,OMR,1.6199,0.617333
Pakistan,Rupee,PKR,0.0072,138.291588
Panama,Balboa,PAB,0.6237,1.603278
Papua New Guinea,Kina,PGK,0.2637,3.792364
Paraguay,Guarani,PYG,0.0001,6744.826274
Peru,New Sol,PEN,0.2264,4.416507
Philippines,Peso,PHP,0.0144,69.410809
Poland,Zloty,PLN,0.2114,4.731154
Portugal,Euro,EUR,0.8683,1.151701
Qatar,Riyal,QAR,0.1713,5.837937
Romania,New Leu,RON,0.2046,4.887498
Russia,Rouble,RUB,0.0213,47.0578823
Rwanda,Franc,RWF,0.001,961.775333
Saotome & Principe,Dobra,STD,0,28235.14118
Saudi Arabia,Riyal,SAR,0.1663,6.014736
Senegal,Franc,CFA,0.0013,755.748666
Serbia,Dinar,RSD,0.0085,117.515235
Seychelles,Rupee,SCR,0.0504,19.832025
Sierra Leone,Leone,SLE,0.0001,6965.582156
Singapore,Dollar,SGD,0.4962,2.015259
Slovakia,Euro,EUR,0.8683,1.151701
Slovenia,Euro,EUR,0.8683,1.151701
Soloman Islands,Dollar,SBD,0.0825,12.114521
Somali Republic,Schilling,SOS,0.0004,2510.116862
South Africa,Rand,ZAR,0.0864,11.578746
South Korea,Won,KRW,0.0006,1774.787692
Spain,Euro,EUR,0.8683,1.151701
Sri Lanka,Rupee,LKR,0.0056,177.075039
St Christopher &,E Caribbean Dollar,XCD,0.231,4.328835
St Lucia,E Caribbean Dollar,XCD,0.231,4.328835
St Vincent,E Caribbean Dollar,XCD,0.231,4.328835
Sudan Republic,Pound,SDG,0.2364,4.230813
Surinam,Dollar,SRD,0.1921,5.205325
Swaziland,Lilangeni,SZL,0.0865,11.560037
Sweden,Krona,SEK,0.0962,10.39549
Switzerland,Franc,CHF,0.7036,1.421359
Syria,Pound,SYP,0.013,76.863907
Taiwan,Dollar,TWD,0.0212,47.0815961
Tajikistan,Somoni,TJS,0.0213,47.0578823
Tanzania,Schilling,TZS,0.0004,2535.73098
Thailand,Baht,THB,0.0205,48.82023
Togo Republic,Franc,CFA,0.0013,755.748666
Tonga Islands,Pa'anga (AUS),TOP,0.6438,1.553232
Trinidad/Tobago,Dollar,TTD,0.0974,10.261809
Tunisia,Dinar,TND,0.4437,2.253631
Turkey,Turkish Lira,TRY,0.3734,2.677966
Turkmenistan,New Manat,TMT,0.2193,4.560825
UAE,Dirham,AED,0.1698,5.888749
Uganda,Schilling,UGX,0.0002,4042.469215
Ukraine,Hryvnia,UAH,0.0781,12.797878
Uruguay,Peso,UYU,0.0324,30.822629
USA,Dollar,USD,0.6235,1.603844
Uzbekistan,Sum,UZS,0.0004,2741.073725
Vanuatu,Vatu,VUV,0.0067,149.979921
Venezuela,Bolivar Fuerte,VEF,0.1452,6.885468
Vietnam,Dong,VND,0,33063.92745
Wallis & Futuna Islands,Franc,CFP,0.0073,137.471117
Western Samoa,Tala,WST,0.2688,3.720178
Yemen (Rep of),Rial,YER,0.0029,345.071235
Zambia,Kwacha,ZMK,0.0001,7779.138823
Zimbabwe,Dollar,ZWL,0.0016,606.220352
