Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Nepal,Rupee,NPR,0.0068,147.969542
New Zealand,Dollar,NZD,0.5039,1.984533
Oman,Rial,OMR,1.8866,0.53006
Panama,Balboa,PAB,0.7264,1.376654
Peru,New Sol,PEN,0.2157,4.635137
Papua New Guinea,Kina,PGK,0.2325,4.301563
Philippines,Peso,PHP,0.0154,65.009792
Pakistan,Rupee,PKR,0.0069,144.189208
Poland,Zloty,PLN,0.1851,5.402822
Paraguay,Guarani,PYG,0.0001,7789.234917
Qatar,Riyal,QAR,0.1995,5.01264
Romania,New Leu,RON,0.1794,5.575248
Serbia,Dinar,RSD,0.0065,152.777667
Russia,Rouble,RUB,0.0108,92.835625
Rwanda,Franc,RWF,0.0009,1075.026417
Saudi Arabia,Riyal,SAR,0.1938,5.160259
Soloman Islands,Dollar,SBD,0.092,10.874433
Seychelles,Rupee,SCR,0.0546,18.33075
Sudan Republic,Pound,SDG,0.1187,8.427427
Sweden,Krona,SEK,0.0857,11.667417
Singapore,Dollar,SGD,0.5272,1.896978
Sierra Leone,Leone,SLL,0.0002,6389.390333
Somali Republic,Schilling,SOS,0.0012,819.771
Surinam,Dollar,SRD,0.121,8.26306
Saotome and Principe,Dobra,STD,0,27787.62243
El Salvador,Colon,SVC,0.083,12.041875
Swaziland,Lilangeni,SZL,0.049,20.421575
Thailand,Baht,THB,0.0206,48.517458
Turkmenistan,New Manat,TMT,0.2074,4.821745
Tunisia,Dinar,TND,0.3423,2.921115
Tonga Islands,Pa'anga (AUS),TOP,0.5398,1.852649
Turkey,Turkish  Lira,TRY,0.2453,4.076891
Trinidad/Tobago,Dollar,TTD,0.1097,9.113027
Taiwan,Dollar,TWD,0.0225,44.499375
Tanzania,Schilling,TZS,0.0003,3009.647958
Ukraine,Hryvnia,UAH,0.0286,34.921333
Uganda,Schilling,UGX,0.0002,4676.453958
USA,Dollar,USD,0.7267,1.376045
Uruguay,Peso,UYU,0.0239,41.794083
Uzbekistan,Sum,UZS,0.0002,4039.4335
Venezuela,Bolivar Fuerte,VEF,0.0812,12.311973
Vietnam,Dong,VND,0,30756.86363
Vanuatu,Vatu,VUV,0.0066,152.664458
Western Samoa,Tala,WST,0.285,3.509119
Cameroon Republic,CFA Franc,XAF,0.0012,814.319917
Antigua,E Caribbean Dollar,XCD,0.269,3.716987
Benin,CFA Franc,XOF,0.0012,814.319917
Fr. Polynesia,CFP Franc,XPF,0.0068,148.136792
Yemen (Rep of),Rial,YER,0.003,329.298792
South Africa,Rand,ZAR,0.049,20.428208
Zambia,Kwacha,ZMW,0.0703,14.221917
Zimbabwe,Dollar,ZWL,0.002,498.20875
