Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Dubai,Dirham,AED,0.2123,4.7113
Ecuador,Dollar,ECS,0.7796,1.282692
Egypt,Pound,EGP,0.0434,23.020958
El Salvador,Colon,SVC,0.0891,11.218608
Equatorial Guinea,Franc,CFA,0.0013,751.841017
Eritrea,Nakfa,ERN,0.052,19.236392
Ethiopia,Birr,ETB,0.0329,30.404417
Eurozone,Euro,EUR,0.8725,1.14615
Fiji Islands,Dollar,FJD,0.3786,2.641267
Fr. Polynesia,Franc,CFP,0.0073,136.771283
Gabon,Franc,CFA,0.0013,751.841017
Gambia,Dalasi,GMD,0.0171,58.403417
Georgia,Lari,GEL,0.3095,3.230683
Ghana,Cedi,GHS,0.1751,5.711967
Grenada,E Caribbean Dollar,XCD,0.2888,3.462775
Guatemala,Quetzal,GTQ,0.1059,9.4389
Guinea Bissau,Franc,CFA,0.0013,751.841017
Guinea Republic,Franc,GNF,0.0001,11730.00364
Guyana,Dollar,GYD,0.0038,266.302267
Haiti,Gourde,HTG,0.0119,83.77875
Honduras,Lempira,HNL,0.0332,30.10485
Hong Kong,Dollar,HKD,0.1001,9.989125
Hungary,Forint,HUF,0.0028,353.952192
Iceland,Krona,ISK,0.0072,138.308883
India,Rupee,INR,0.0119,83.8606
Indonesia,Rupiah,IDR,0.0001,17144.69078
Iraq,Dinar,IQD,0.0007,1516.901792
Israel,Shekel,ILS,0.215,4.650458
Jamaica,Dollar,JMD,0.0061,164.746542
Japan,Yen,JPY,0.007,143.837608
Jordan,Dinar,JOD,1.0995,0.909492
Kazakhstan,Tenge,KZT,0.0024,418.35025
Kenya,Schilling,KES,0.0075,132.611608
Kuwait,Dinar,KWD,2.5677,0.389458
Kyrgyz Republic,Som,KGS,0.0113,88.318475
Lao People's Dem Rep,Kip,LAK,0.0001,10584.8802
Lebanon,Pound,LBP,0.0005,1936.109733
Lesotho,Loti,LSL,0.0588,17.011558
Liberia,Dollar (US),USD,0.7796,1.282692
Libya,Dinar,LYD,0.5583,1.791
Macao,Pataca,MOP,0.0972,10.286858
Macedonia,Denar,MKD,0.0142,70.574492
Madagascar,Malagasy Ariary,MGA,0.0002,4014.998958
Malawi,Kwacha,MWK,0.0011,930.329008
Malaysia,Ringgit,MYR,0.1805,5.540642
Maldive Islands,Rufiyaa,MVR,0.0505,19.79605
Mali Republic,Franc,CFA,0.0013,751.841017
Mauritania,Ouguiya,MRO,0.0022,459.318083
Mauritius,Rupee,MUR,0.0225,44.459367
Mexico,Mexican Peso,MXN,0.0411,24.309267
Moldova,Leu,MDL,0.0418,23.918608
Mongolia,Tugrik,MNT,0.0003,3134.000608
Montserrat,E Caribbean Dollar,XCD,0.2888,3.462775
Morocco,Dirham,MAD,0.08,12.498817
Mozambique,Metical,MZN,0.0121,82.467542
Myanmar,Kyat,MMK,0.0006,1750.151058
Nepal,Rupee,NPR,0.0075,134.177958
New Caledonia,Franc,CFP,0.0073,136.771283
New Zealand,Dollar,NZD,0.5558,1.799358
Nicaragua,Gold Cordoba,NIO,0.026,38.418908
Niger Republic,Franc,CFA,0.0013,751.841017
Nigeria,Naira,NGN,0.0024,422.033433
Norway,Norwegian Krone,NOK,0.0943,10.603592
Oman,Rial,OMR,2.0253,0.493758
Pakistan,Rupee,PKR,0.0074,134.740892
Panama,Balboa,PAB,0.7796,1.282692
Papua New Guinea,Kina,PGK,0.2448,4.084467
Paraguay,Guarani,PYG,0.0001,7229.70655
Peru,New Sol,PEN,0.2384,4.1948
Philippines,Peso,PHP,0.0155,64.701333
Poland,Zloty,PLN,0.2042,4.896733
Qatar,Riyal,QAR,0.2139,4.674633
Romania,New Leu,RON,0.1912,5.2299
Russia,Rouble,RUB,0.0134,74.800833
Rwanda,Franc,RWF,0.0009,1072.778517
Saotome & Principe,Dobra,STD,0,28151.87599
Saudi Arabia,Riyal,SAR,0.2079,4.810008
Senegal,Franc,CFA,0.0013,751.841017
Serbia,Dinar,RSD,0.0072,139.563283
Seychelles,Rupee,SCR,0.0575,17.40575
Sierra Leone,Leone,SLE,0.0001,9467.215617
Singapore,Dollar,SGD,0.5626,1.777417
Soloman Islands,Dollar,SBD,0.1003,9.966892
Somali Republic,Schilling,SOS,0.0013,747.50125
South Africa,Rand,ZAR,0.0588,17.011558
South Korea,Won,KRW,0.0007,1456.988333
Sri Lanka,Rupee,LKR,0.0051,195.30165
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2888,3.462775
St Lucia,E Caribbean Dollar,XCD,0.2888,3.462775
St Vincent,E Caribbean Dollar,XCD,0.2888,3.462775
Sudan Republic,Pound,SDG,0.1177,8.493742
Surinam,Dollar,SRD,0.1042,9.594867
Swaziland,Lilangeni,SZL,0.0588,17.011558
Sweden,Krona,SEK,0.0908,11.012592
Switzerland,Franc,CHF,0.7917,1.263125
Taiwan,Dollar,TWD,0.0255,39.182842
Tanzania,Schilling,TZS,0.0003,2865.612017
Thailand,Baht,THB,0.0229,43.756075
Togo Republic,Franc,CFA,0.0013,751.841017
Tonga Islands,Pa'anga (AUS),TOP,0.5976,1.6733
Trinidad/Tobago,Dollar,TTD,0.1154,8.662525
Tunisia,Dinar,TND,0.3262,3.065167
Turkey,Turkish  Lira,TRY,0.2154,4.643
Turkmenistan,New Manat,TMT,0.2225,4.493717
UAE,Dirham,AED,0.2123,4.7113
Uganda,Schilling,UGX,0.0002,4621.574158
Ukraine,Hryvnia,UAH,0.0295,33.94875
Uruguay,Peso,UYU,0.0272,36.797542
USA,Dollar,USD,0.7796,1.282692
Uzbekistan,Sum,UZS,0.0002,6171.072883
Vanuatu,Vatu,VUV,0.0071,140.846692
Venezuela,Bolivar Fuerte,VEF,0.077,12.978875
Vietnam,Dong,VND,0,29144.08545
Wallis & Futuna Islands,Franc,CFP,0.0073,136.771283
Western Samoa,Tala,WST,0.3109,3.216367
Yemen (Rep of),Rial,YER,0.0031,320.979883
Zambia,Kwacha,ZMW,0.0821,12.184633
Zimbabwe,Dollar,ZWL,0.0022,464.202292
