Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Lesotho,Loti,LSL,0.0571,17.507500
Libya,Dinar,LYD,0.5473,1.827208
Morocco,Dirham,MAD,0.0795,12.585833
Moldova,Leu,MDL,0.0443,22.589167
Madagascar,Malagasy Ariary,MGA,0.0002,4454.696667
Macedonia,Denar,MKD,0.0143,69.770000
Myanmar,Kyat,MMK,0.0005,1915.314167
Mongolia,Tugrik,MNT,0.0003,3296.170833
Macao,Pataca,MOP,0.0922,10.843333
Mauritania,Ouguiya,MRU,0.0021,478.062500
Mauritius,Rupee,MUR,0.0220,45.548333
Maldive Islands,Rufiyaa,MVR,0.0482,20.729167
Malawi,Kwacha,MWK,0.0010,975.765833
Mexico,Mexican Peso,MXN,0.0390,25.654167
Malaysia,Ringgit,MYR,0.1849,5.409158
Mozambique,Metical,MZN,0.0124,80.731667
Nigeria,Naira,NGN,0.0021,484.997500
Nicaragua,Gold Cordoba,NIO,0.0237,42.225000
Norway,Norwegian Krone,NOK,0.0919,10.879167
Nepal,Rupee,NPR,0.0069,145.868333
New Zealand,Dollar,NZD,0.5178,1.931267
Oman,Rial,OMR,1.9334,0.517233
Panama,Balboa,PAB,0.7443,1.343550
Peru,New Sol,PEN,0.2272,4.402258
Papua New Guinea,Kina,PGK,0.2269,4.406750
Philippines,Peso,PHP,0.0142,70.557500
Pakistan,Rupee,PKR,0.0062,160.697500
Poland,Zloty,PLN,0.2075,4.819975
Paraguay,Guarani,PYG,0.0001,7674.501667
Qatar,Riyal,QAR,0.2044,4.891900
Romania,New Leu,RON,0.1896,5.275600
Serbia,Dinar,RSD,0.0075,134.122500
Russia,Rouble,RUB,0.0120,83.146667
Rwanda,Franc,RWF,0.0009,1169.408333
Saudi Arabia,Riyal,SAR,0.1985,5.039008
Soloman Islands,Dollar,SBD,0.0951,10.510833
Seychelles,Rupee,SCR,0.0540,18.529167
Sudan Republic,Pound,SDG,0.0358,27.970775
Sweden,Krona,SEK,0.0863,11.581667
Singapore,Dollar,SGD,0.5531,1.808050
Sierra Leone,Leone,SLL,0.0001,10709.942500
Somali Republic,Schilling,SOS,0.0013,780.475833
Surinam,Dollar,SRD,0.0997,10.025850
Saotome & Principe,Dobra,STD,0.0000,27773.471667
El Salvador,Colon,SVC,0.0851,11.752500
Swaziland,Lilangeni,SZL,0.0571,17.507500
Thailand,Baht,THB,0.0231,43.361667
Turkmenistan,New Manat,TMT,0.2124,4.707442
Tunisia,Dinar,TND,0.2875,3.478283
Tonga Islands,Pa'anga (AUS),TOP,0.5603,1.784817
Turkey,Turkish  Lira,TRY,0.1576,6.343417
Trinidad/Tobago,Dollar,TTD,0.1103,9.067208
Taiwan,Dollar,TWD,0.0248,40.379167
Tanzania,Schilling,TZS,0.0003,3055.229167
Ukraine,Hryvnia,UAH,0.0273,36.569167
Uganda,Schilling,UGX,0.0002,4996.244167
USA,Dollar,USD,0.7443,1.343550
Uruguay,Peso,UYU,0.0244,40.993333
Uzbekistan,Sum,UZS,0.0001,10827.040000
Venezuela,Bolivar Fuerte,VEF,0.0000,148482.375833
Vietnam,Dong,VND,0.0000,30853.250833
Vanuatu,Vatu,VUV,0.0067,148.480000
Western Samoa,Tala,WST,0.2924,3.419792
Cameroon Republic,CFA Franc,XAF,0.0013,743.493333
Antigua,E Caribbean Dollar,XCD,0.2757,3.627567
Benin,CFA Franc,XOF,0.0013,743.493333
Fr. Polynesia,CFP Franc,XPF,0.0074,135.252500
Yemen (Rep of),Rial,YER,0.0030,336.214167
South Africa,Rand,ZAR,0.0571,17.507500
Zambia,Kwacha,ZMW,0.0725,13.795833
Zimbabwe,Dollar,ZWL,0.0021,486.223333
