Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Ghana,Cedi,GHS,0.4523,2.210784314
Gambia,Dalasi,GMD,0.0233,42.85809804
Guinea Republic,Franc,GNF,0.0001,8621.467255
Guatemala,Quetzal,GTQ,0.0803,12.46081765
Guyana,Dollar,GYD,0.0032,313.6129804
Hong Kong,Dollar,HKD,0.0832,12.01401923
Honduras,Lempira,HNL,0.0343,29.18252745
Croatia,Kuna,HRK,0.1179,8.48282549
Haiti,Gourde,HTG,0.0163,61.40825686
Hungary,Forint,HUF,0.0031,320.9006471
Indonesia,Rupiah,IDR,0.0001,14035.67059
Israel,Shekel,ILS,0.1731,5.777536538
India,Rupee,INR,0.0141,70.72471887
Iraq,Dinar,IQD,0.0006,1798.326078
Iran,Rial,IRR,0.0001,15547.67255
Iceland,Krona,ISK,0.0053,188.9085686
Jamaica,Dollar,JMD,0.0074,134.2336078
Jordan,Dinar,JOD,0.9144,1.0936
Japan,Yen,JPY,0.0073,136.1047692
Kenya,Schilling,KES,0.0082,122.2371176
Kyrgyz Republic,Som,KGS,0.0213,46.89766275
Cambodia,Riel,KHR,0.0002,6449.202157
Comoros,Franc,KMF,0.0017,572.8678235
Korea (North),Won,KPW,0.1549,6.455552941
South Korea,Won,KRW,0.0006,1789.254231
Kuwait,Dinar,KWD,2.256,0.443258824
Cayman Islands,Dollar,KYD,0.7896,1.266476471
Kazakhstan,Tenge,KZT,0.0044,227.6084314
Lao People's Dem Rep,Kip,LAK,0.0001,12730.19804
Lebanon,Pound,LBP,0.0004,2318.382745
Sri Lanka,Rupee,LKR,0.0057,174.6976275
Lesotho,Loti,LSL,0.0883,11.32974314
Lithuania,Litas,LTL,0.2487,4.02067451
Latvia,Lat,LVL,1.2118,0.8252
Libya,Dinar,LYD,0.5128,1.950080392
Morocco,Dirham,MAD,0.0769,12.99569216
Moldova,Leu,MDL,0.0523,19.12033922
Madagascar,Malagasy Ariary,MGA,0.0003,3239.962157
Macedonia,Denar,MKD,0.014,71.63063137
Myanmar,Kyat,MMK,0.101,9.899954902
Mongolia,Tugrik,MNT,0.0005,2099.565294
Macao,Pataca,MOP,0.0809,12.35717059
Mauritania,Ouguiya,MRO,0.0023,426.049098
Mauritius,Rupee,MUR,0.0211,47.47057059
Maldive Islands,Rufiyaa,MVR,0.0506,19.76908235
Malawi,Kwacha,MWK,0.0043,232.2594314
Mexico,Mexican Peso,MXN,0.0512,19.54471731
Malaysia,Ringgit,MYR,0.2005,4.988171154
Mozambique,Metical,MZN,0.0189,53.05025294
Nigeria,Naira,NGN,0.0043,233.2417843
Nicaragua,Gold Cordoba,NIO,0.0303,32.95910392
Norway,Norwegian Krone,NOK,0.107,9.344057692
Nepal,Rupee,NPR,0.0089,112.9922549
New Zealand,Dollar,NZD,0.4656,2.147551923
Oman,Rial,OMR,1.6873,0.592680392
Panama,Balboa,PAB,0.6475,1.544484314
Peru,New Sol,PEN,0.2291,4.364443137
Papua New Guinea,Kina,PGK,0.2393,4.178496078
Philippines,Peso,PHP,0.0143,69.79643654
Pakistan,Rupee,PKR,0.0076,131.5231569
Poland,Zloty,PLN,0.2146,4.660056863
Paraguay,Guarani,PYG,0.0001,7356.670784
Qatar,Riyal,QAR,0.1779,5.621784314
Romania,New Leu,RON,0.204,4.902637255
Serbia,Dinar,RSD,0.0083,119.803902
Russia,Rouble,RUB,0.0213,46.89766275
Rwanda,Franc,RWF,0.0011,900.0733725
Saudi Arabia,Riyal,SAR,0.1724,5.799734615
Soloman Islands,Dollar,SBD,0.0821,12.17389216
Seychelles,Rupee,SCR,0.0535,18.68213529
Sudan Republic,Pound,SDG,0.2783,3.593364706
Sweden,Krona,SEK,0.0897,11.14871346
Singapore,Dollar,SGD,0.4738,2.110411538
Sierra Leone,Leone,SLL,0.0002,6134.068627
Somali Republic,Schilling,SOS,0.0004,2337.212549
Surinam,Dollar,SRD,0.2359,4.239566667
Saotome & Principe,Dobra,STD,0,27844.13725
El Salvador,Colon,SVC,0.074,13.51014902
Syria,Pound,SYP,0.014,71.48828039
Swaziland,Lilangeni,SZL,0.0883,11.32974314
Thailand,Baht,THB,0.0204,49.10009231
Tajikistan,Somoni,TJS,0.0213,46.89766275
Turkmenistan,New Manat,TMT,0.0245,40.77722157
Tunisia,Dinar,TND,0.4529,2.208229412
Tonga Islands,Pa'anga (AUS),TOP,0.5927,1.687220755
Turkey,Turkish  Lira,TRY,0.4299,2.325892157
Trinidad/Tobago,Dollar,TTD,0.102,9.804662745
Taiwan,Dollar,TWD,0.0205,48.79310192
Tanzania,Schilling,TZS,0.0005,2220.881961
Ukraine,Hryvnia,UAH,0.0815,12.27211765
Uganda,Schilling,UGX,0.0003,3353.596863
USA,Dollar,USD,0.6469,1.545718519
Uruguay,Peso,UYU,0.0324,30.89880784
Uzbekistan,Sum,UZS,0.0004,2446.837059
Venezuela,Bolivar Fuerte,VEF,0.1539,6.498335294
Vietnam,Dong,VND,0,29549.79216
Vanuatu,Vatu,VUV,0.0065,154.1357255
Western Samoa,Tala,WST,0.2602,3.842964706
Cameroon Republic,CFA Franc,XAF,0.0013,763.8237255
Antigua,E Caribbean Dollar,XCD,0.2398,4.170041176
Benin,CFA Franc,XOF,0.0013,763.8237255
Fr. Polynesia,CFP Franc,XPF,0.0072,138.8596667
Yemen (Rep of),Rial,YER,0.003,338.9218627
South Africa,Rand,ZAR,0.0883,11.32668846
Zambia,Kwacha,ZMK,0.0001,7400.46098
Zimbabwe,Dollar,ZWL,0.0017,582.8376275
