Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Georgia,Lari,GEL,0.2752,3.6331
Ghana,Cedi,GHS,0.0632,15.8135
Grenada,E Caribbean Dollar,XCD,0.2762,3.6212
Guatemala,Quetzal,GTQ,0.0974,10.2644
Guinea Bissau,CFA Franc,XOF,0.0013,759.2308
Guinea Republic,Franc,GNF,0.0001,11629.6571
Guyana,Dollar,GYD,0.0036,279.9269
Haiti,Gourde,HTG,0.0057,175.2655
Honduras,Lempira,HNL,0.0286,35.0197
Hong Kong,Dollar,HKD,0.0958,10.4355
Hungary,Forint,HUF,0.0022,455.1979
Iceland,Krona,ISK,0.0060,167.3586
India,Rupee,INR,0.0085,117.5487
Indonesia,Rupiah,IDR,0.0000,22171.5641
Iraq,Dinar,IQD,0.0006,1752.0615
Israel,Shekel,ILS,0.2214,4.5176
Jamaica,Dollar,JMD,0.0047,212.7652
Japan,Yen,JPY,0.0050,200.2353
Jordan,Dinar,JOD,1.0543,0.9485
Kazakhstan,Tenge,KZT,0.0014,696.0112
Kenya,Schilling,KES,0.0058,172.9078
Kuwait,Dinar,KWD,2.4390,0.4100
Kyrgyz Republic,Som,KGS,0.0085,117.0215
Lao People's Dem Rep,Kip,LAK,0.0000,28922.2412
Lebanon,Pound,LBP,0.0000,120038.5157
Lesotho,Loti,LSL,0.0429,23.3342
Liberia,Dollar,LRD,0.0039,255.1507
Libya,Dinar,LYD,0.1364,7.3317
Macao,Pataca,MOP,0.0930,10.7486
Macedonia,Denar,MKD,0.0140,71.2427
Madagascar,Malagasy Ariary,MGA,0.0002,6009.1943
Malawi,Kwacha,MWK,0.0004,2319.5334
Malaysia,Ringgit,MYR,0.1779,5.6206
Maldive Islands,Rufiyaa,MVR,0.0484,20.6544
Mali Republic,CFA Franc,XOF,0.0013,759.2308
Mauritania,Ouguiya,MRU,0.0188,53.1760
Mauritius,Rupee,MUR,0.0164,60.9881
Mexico,Mexican Peso,MXN,0.0402,24.8948
Moldova,Leu,MDL,0.0437,22.9071
Mongolia,Tugrik,MNT,0.0002,4772.4775
Montserrat,E Caribbean Dollar,XCD,0.2762,3.6212
Morocco,Dirham,MAD,0.0813,12.2936
Mozambique,Metical,MZN,0.0117,85.4965
Myanmar,Kyat,MMK,0.0004,2808.6405
Nepal,Rupee,NPR,0.0053,188.1661
New Caledonia,CFP Franc,XPF,0.0072,138.1193
New Zealand,Dollar,NZD,0.4391,2.2772
Nicaragua,Gold Cordoba,NIO,0.0203,49.2156
Nigeria,Naira,NGN,0.0005,2003.2683
Niger Republic,CFA Franc,XOF,0.0013,759.2308
Norway,Norwegian Krone,NOK,0.0740,13.5207
Oman,Rial,OMR,1.9424,0.5148
Pakistan,Rupee,PKR,0.0027,377.1099
Panama,Balboa,PAB,0.7475,1.3378
Papua New Guinea,Kina,PGK,0.1783,5.6078
Paraguay,Guarani,PYG,0.0001,9814.7262
Peru,New Sol,PEN,0.2133,4.6893
Philippines,Peso,PHP,0.0130,76.9915
Poland,Zloty,PLN,0.2038,4.9076
Qatar,Riyal,QAR,0.2054,4.8697
Romania,New Leu,RON,0.1708,5.8550
Russia,Rouble,RUB,0.0093,107.3401
Rwanda,Franc,RWF,0.0005,1929.4457
Saudi Arabia,Riyal,SAR,0.1993,5.0168
Senegal,CFA Franc,XOF,0.0013,759.2308
Serbia,Dinar,RSD,0.0074,135.6970
Seychelles,Rupee,SCR,0.0523,19.1301
Sierra Leone,Leone,SLE,0.0328,30.5141
Singapore,Dollar,SGD,0.5787,1.7281
Soloman Islands,Dollar,SBD,0.0892,11.2116
Somali Republic,Schilling,SOS,0.0013,763.5168
South Africa,Rand,ZAR,0.0429,23.3342
South Korea,Won,KRW,0.0005,1903.0266
Sri Lanka,Rupee,LKR,0.0025,405.7825
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2762,3.6212
St Lucia,E Caribbean Dollar,XCD,0.2762,3.6212
St Vincent,E Caribbean Dollar,XCD,0.2762,3.6212
Sudan Republic,Pound,SDG,0.0012,803.3307
Surinam,Dollar,SRD,0.0197,50.6715
Sweden,Krona,SEK,0.0788,12.6828
Switzerland,Franc,CHF,0.9267,1.0791
Taiwan,Dollar,TWD,0.0242,41.3685
Tanzania,Schilling,TZS,0.0003,3419.9245
Thailand,Baht,THB,0.0231,43.2442
Togo Republic,CFA Franc,XOF,0.0013,759.2308
Tonga Islands,Pa'anga (AUS),TOP,0.3107,3.2185
Trinidad/Tobago,Dollar,TTD,0.1102,9.0743
Tunisia,Dinar,TND,0.2549,3.9231
Turkey,Turkish  Lira,TRY,0.0183,54.7910
Turkmenistan,New Manat,TMT,0.2135,4.6832
UAE,Dirham,AED,0.2035,4.9131
Uganda,Schilling,UGX,0.0002,4785.5970
Ukraine,Hryvnia,UAH,0.0178,56.0952
Uruguay,Peso,UYU,0.0185,53.9387
USA,Dollar,USD,0.7475,1.3378
Uzbekistan,Sum,UZS,0.0001,16633.7820
Vanuatu,Vatu,VUV,0.0062,161.5567
Vietnam,Dong,VND,0.0000,34962.2738
Wallis & Futuna Islands,CFP Franc,XPF,0.0072,138.1193
Western Samoa,Tala,WST,0.2723,3.6724
Yemen (Rep of),Rial,YER,0.0031,322.4068
Zambia,Kwacha,ZMW,0.0314,31.8692
Zimbabwe,Zimbabwe Gold,ZWG,0.0281,35.6145
Zimbabwe,Zimbabwe Gold,ZWG,0.0281,35.6145
