Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Djibouti,Franc,DJF,0.0045,222.9607
Dominica,E Caribbean Dollar,XCD,0.2955,3.3846
Dominican Republic,Peso,DOP,0.0142,70.6131
Dubai,Dirham,AED,0.2173,4.6012
Egypt,Pound,EGP,0.0258,38.7251
El Salvador,Colon,SVC,0.0912,10.9618
Equatorial Guinea,CFA Franc,XAF,0.0013,757.1598
Eritrea,Nakfa,ERN,0.0532,18.7921
Ethiopia,Birr,ETB,0.0144,69.3770
Eurozone,Euro,EUR,0.8663,1.1543
Fiji Islands,Dollar,FJD,0.3559,2.8098
Fr. Polynesia,CFP Franc,XPF,0.0073,137.7425
Gabon,CFA Franc,XAF,0.0013,757.1598
Gambia,Dalasi,GMD,0.0126,79.2517
Georgia,Lari,GEL,0.3035,3.2954
Ghana,Cedi,GHS,0.0679,14.7238
Grenada,E Caribbean Dollar,XCD,0.2955,3.3846
Guatemala,Quetzal,GTQ,0.1020,9.8035
Guinea Bissau,CFA Franc,XOF,0.0013,757.1598
Guinea Republic,Franc,GNF,0.0001,10775.7770
Guyana,Dollar,GYD,0.0038,262.8011
Haiti,Gourde,HTG,0.0058,173.0467
Honduras,Lempira,HNL,0.0324,30.9045
Hong Kong,Dollar,HKD,0.1020,9.8033
Hungary,Forint,HUF,0.0023,439.6469
Iceland,Krona,ISK,0.0058,171.3430
India,Rupee,INR,0.0096,103.7034
Indonesia,Rupiah,IDR,0.0001,19193.6594
Iraq,Dinar,IQD,0.0006,1657.1627
Israel,Shekel,ILS,0.2145,4.6611
Jamaica,Dollar,JMD,0.0052,193.5235
Japan,Yen,JPY,0.0056,179.6778
Jordan,Dinar,JOD,1.1253,0.8886
Kazakhstan,Tenge,KZT,0.0017,573.1095
Kenya,Schilling,KES,0.0055,181.8608
Kuwait,Dinar,KWD,2.5940,0.3855
Kyrgyz Republic,Som,KGS,0.0090,110.7048
Lao People's Dem Rep,Kip,LAK,0.0000,24265.9316
Lebanon,Pound,LBP,0.0001,18815.6954
Lesotho,Loti,LSL,0.0429,23.3099
Libya,Dinar,LYD,0.1659,6.0293
Macao,Pataca,MOP,0.0990,10.0974
Macedonia,Denar,MKD,0.0141,71.0523
Madagascar,Malagasy Ariary,MGA,0.0002,5617.2319
Malawi,Kwacha,MWK,0.0006,1595.2677
Malaysia,Ringgit,MYR,0.1722,5.8070
Maldive Islands,Rufiyaa,MVR,0.0519,19.2809
Mali Republic,CFA Franc,XOF,0.0013,757.1598
Mauritania,Ouguiya,MRU,0.0211,47.3043
Mauritius,Rupee,MUR,0.0177,56.4477
Mexico,Mexican Peso,MXN,0.0459,21.8068
Moldova,Leu,MDL,0.0446,22.4255
Mongolia,Tugrik,MNT,0.0002,4342.1873
Montserrat,E Caribbean Dollar,XCD,0.2955,3.3846
Morocco,Dirham,MAD,0.0791,12.6474
Mozambique,Metical,MZN,0.0125,80.0262
Myanmar,Kyat,MMK,0.0004,2629.7775
Nepal,Rupee,NPR,0.0060,165.9710
New Caledonia,CFP Franc,XPF,0.0073,137.7425
New Zealand,Dollar,NZD,0.4880,2.0491
Nicaragua,Gold Cordoba,NIO,0.0218,45.8794
Nigeria,Naira,NGN,0.0010,973.4864
Niger Republic,CFA Franc,XOF,0.0013,757.1598
Norway,Norwegian Krone,NOK,0.0754,13.2688
Oman,Rial,OMR,2.0735,0.4823
Pakistan,Rupee,PKR,0.0028,357.2271
Panama,Balboa,PAB,0.7982,1.2529
Papua New Guinea,Kina,PGK,0.2197,4.5527
Paraguay,Guarani,PYG,0.0001,9119.2508
Peru,New Sol,PEN,0.2144,4.6648
Philippines,Peso,PHP,0.0143,69.9627
Poland,Zloty,PLN,0.1937,5.1626
Qatar,Riyal,QAR,0.2193,4.5606
Romania,New Leu,RON,0.1747,5.7230
Russia,Rouble,RUB,0.0090,110.9978
Rwanda,Franc,RWF,0.0007,1490.0158
Saudi Arabia,Riyal,SAR,0.2128,4.6992
Senegal,CFA Franc,XOF,0.0013,757.1598
Serbia,Dinar,RSD,0.0074,135.3182
Seychelles,Rupee,SCR,0.0586,17.0719
Sierra Leone,Leone,SLE,0.0364,27.4404
Singapore,Dollar,SGD,0.5937,1.6844
Soloman Islands,Dollar,SBD,0.0953,10.4927
Somali Republic,Schilling,SOS,0.0014,714.1673
South Africa,Rand,ZAR,0.0429,23.3099
South Korea,Won,KRW,0.0006,1650.4019
Sri Lanka,Rupee,LKR,0.0025,400.4216
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2955,3.3846
St Lucia,E Caribbean Dollar,XCD,0.2955,3.3846
St Vincent,E Caribbean Dollar,XCD,0.2955,3.3846
Sudan Republic,Pound,SDG,0.0013,746.5071
Surinam,Dollar,SRD,0.0214,46.7648
Swaziland,Lilangeni,SZL,0.0429,23.3099
Sweden,Krona,SEK,0.0755,13.2492
Switzerland,Franc,CHF,0.8995,1.1117
Taiwan,Dollar,TWD,0.0255,39.2744
Tanzania,Schilling,TZS,0.0003,3079.3899
Thailand,Baht,THB,0.0227,43.9808
Togo Republic,CFA Franc,XOF,0.0013,757.1598
Tonga Islands,Pa'anga (AUS),TOP,0.4122,2.4263
Trinidad/Tobago,Dollar,TTD,0.1179,8.4794
Tunisia,Dinar,TND,0.2574,3.8849
Turkey,Turkish  Lira,TRY,0.0309,32.4102
Turkmenistan,New Manat,TMT,0.2282,4.3818
UAE,Dirham,AED,0.2173,4.6012
Uganda,Schilling,UGX,0.0002,4707.5598
Ukraine,Hryvnia,UAH,0.0215,46.4682
Uruguay,Peso,UYU,0.0206,48.6581
USA,Dollar,USD,0.7982,1.2529
Uzbekistan,Sum,UZS,0.0001,14942.9963
Vanuatu,Vatu,VUV,0.0067,150.1870
Vietnam,Dong,VND,0.0000,30070.2604
Wallis & Futuna Islands,CFP Franc,XPF,0.0073,137.7425
Western Samoa,Tala,WST,0.2915,3.4302
Yemen (Rep of),Rial,YER,0.0032,313.5411
Zambia,Kwacha,ZMW,0.0378,26.4667
Zimbabwe,Dollar,ZWL,0.0002,4352.5706
