Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Indonesia,Rupiah,IDR,0,20451.65261
Iraq,Dinar,IQD,0.0006,1768.418649
Israel,Shekel,ILS,0.1709,5.851666
Jamaica,Dollar,JMD,0.0056,178.29906
Japan,Yen,JPY,0.0055,181.381545
Jordan,Dinar,JOD,0.9342,1.070389
Kazakhstan,Tenge,KZT,0.0026,391.130298
Kenya,Schilling,KES,0.0066,151.6759
Kuwait,Dinar,KWD,2.1912,0.456362
Kyrgyz Republic,Som,KGS,0.0098,101.800558
Lao People's Dem Rep,Kip,LAK,0.0001,12280.30938
Lebanon,Pound,LBP,0.0004,2276.813075
Lesotho,Loti,LSL,0.0486,20.590709
Liberia,Dollar (US),USD,0.663,1.508298
Libya,Dinar,LYD,0.4866,2.055243
Macao,Pataca,MOP,0.0829,12.057558
Macedonia,Denar,MKD,0.0119,84.124579
Madagascar,Malagasy Ariary,MGA,0.0002,4825.506009
Malawi,Kwacha,MWK,0.0012,838.537291
Malaysia,Ringgit,MYR,0.1641,6.092072
Maldive Islands,Rufiyaa,MVR,0.0435,22.968374
Mali Republic,Franc,CFA,0.0011,897.121292
Mauritania,Ouguiya,MRO,0.0021,484.156051
Mauritius,Rupee,MUR,0.0186,53.80344
Mexico,Mexican Peso,MXN,0.04,24.979304
Moldova,Leu,MDL,0.0343,29.115332
Mongolia,Tugrik,MNT,0.0003,2993.241942
Montserrat,E Caribbean Dollar,XCD,0.2453,4.076723
Morocco,Dirham,MAD,0.0676,14.798226
Mozambique,Metical,MZN,0.0156,64.096872
Myanmar,Kyat,MMK,0.0005,1824.413732
Nepal,Rupee,NPR,0.0063,157.621228
New Caledonia,Franc,CFP,0.0061,162.612789
New Zealand,Dollar,NZD,0.4499,2.222953
Nicaragua,Gold Cordoba,NIO,0.0241,41.574764
Niger Republic,Franc,CFA,0.0011,897.121292
Nigeria,Naira,NGN,0.0033,300.565604
Norway,Norwegian Krone,NOK,0.0802,12.468953
Oman,Rial,OMR,1.7202,0.581332
Pakistan,Rupee,PKR,0.0064,156.175647
Panama,Balboa,PAB,0.6623,1.509849
Papua New Guinea,Kina,PGK,0.232,4.309964
Paraguay,Guarani,PYG,0.0001,8196.462577
Peru,New Sol,PEN,0.2027,4.932809
Philippines,Peso,PHP,0.0144,69.612753
Poland,Zloty,PLN,0.1734,5.76733
Qatar,Riyal,QAR,0.1819,5.497479
Romania,New Leu,RON,0.1641,6.092487
Russia,Rouble,RUB,0.0104,96.035998
Rwanda,Franc,RWF,0.0009,1099.592742
Saotome and Principe,Dobra,STD,0,32924.74188
Saudi Arabia,Riyal,SAR,0.1768,5.656204
Senegal,Franc,CFA,0.0011,897.121292
Serbia,Dinar,RSD,0.006,165.383875
Seychelles,Rupee,SCR,0.0501,19.969996
Sierra Leone,Leone,SLE,0.0002,6440.172736
Singapore,Dollar,SGD,0.4783,2.090721
Soloman Islands,Dollar,SBD,0.0833,12.003711
Somali Republic,Schilling,SOS,0.001,962.529826
South Africa,Rand,ZAR,0.0485,20.614979
South Korea,Won,KRW,0.0006,1741.725521
Sri Lanka,Rupee,LKR,0.0048,209.096951
St Christopher and Anguilla,E Caribbean Dollar,XCD,0.2453,4.076723
St Lucia,E Caribbean Dollar,XCD,0.2453,4.076723
St Vincent,E Caribbean Dollar,XCD,0.2453,4.076723
Sudan Republic,Pound,SDG,0.1095,9.130853
Surinam,Dollar,SRD,0.1876,5.329725
Swaziland,Lilangeni,SZL,0.0486,20.59096
Sweden,Krona,SEK,0.0783,12.771428
Switzerland,Franc,CHF,0.6813,1.467847
Taiwan,Dollar,TWD,0.0206,48.42813
Tanzania,Schilling,TZS,0.0003,3196.90593
Thailand,Baht,THB,0.019,52.675466
Togo Republic,Franc,CFA,0.0011,897.121292
Tonga Islands,Pa'anga (AUS),TOP,0.4882,2.048381
Trinidad/Tobago,Dollar,TTD,0.1037,9.641411
Tunisia,Dinar,TND,0.3344,2.990621
Turkey,Turkish  Lira,TRY,0.2356,4.244572
Turkmenistan,New Manat,TMT,0.1912,5.229315
UAE,Dirham,AED,0.1803,5.545785
Uganda,Schilling,UGX,0.0002,5057.432026
Ukraine,Hryvnia,UAH,0.029,34.492042
Uruguay,Peso,UYU,0.0231,43.36413
USA,Dollar,USD,0.663,1.508298
Uzbekistan,Sum,UZS,0.0002,4000.185779
Vanuatu,Vatu,VUV,0.0061,164.816234
Venezuela,Bolivar Fuerte,VEF,0.1051,9.514275
Vietnam,Dong,VND,0,33402.43577
Wallis and Futuna Islands,Franc,CFP,0.0061,162.612789
Western Samoa,Tala,WST,0.2577,3.880187
Yemen (Rep of),Rial,YER,0.0031,324.63136
Zambia,Kwacha,ZMW,0.0692,14.447917
Zimbabwe,Dollar,ZWL,0.0018,546.427136
