Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Guyana,Dollar,GYD,0.0037,267.1966667
Hong Kong,Dollar,HKD,0.1000,10.00035833
Honduras,Lempira,HNL,0.0318,31.405
Croatia,Kuna,HRK,0.1174,8.515383333
Haiti,Gourde,HTG,0.0087,114.7375
Hungary,Forint,HUF,0.0027,375.9525
Indonesia,Rupiah,IDR,0.0001,17981.0175
Israel,Shekel,ILS,0.2206,4.532491667
India,Rupee,INR,0.0111,90.24666667
Iraq,Dinar,IQD,0.0007,1522.913333
Iceland,Krona,ISK,0.0063,157.9741667
Jamaica,Dollar,JMD,0.0058,171.3341667
Jordan,Dinar,JOD,1.1024,0.907083333
Japan,Yen,JPY,0.0071,140.1766667
Kenya,Schilling,KES,0.0077,130.45
Kyrgyz Republic,Som,KGS,0.0112,89.25
Cambodia,Riel,KHR,0.0002,5191.7775
Comoros,Franc,KMF,0.0018,564.3633333
South Korea,Won,KRW,0.0007,1492.601667
Kuwait,Dinar,KWD,2.5706,0.389016667
Cayman Islands,Dollar,KYD,0.9533,1.049
Kazakhstan,Tenge,KZT,0.0020,488.3433333
Lao People's Dem Rep,Kip,LAK,0.0001,11192.2025
Lebanon,Pound,LBP,0.0005,1931.2
Sri Lanka,Rupee,LKR,0.0044,229.2983333
Lesotho,Loti,LSL,0.0540,18.52666667
Libya,Dinar,LYD,0.5577,1.793108333
Morocco,Dirham,MAD,0.0813,12.29583333
Moldova,Leu,MDL,0.0445,22.465
Madagascar,Malagasy Ariary,MGA,0.0002,4680.174167
Macedonia,Denar,MKD,0.0142,70.59
Myanmar,Kyat,MMK,0.0005,1940.684167
Mongolia,Tugrik,MNT,0.0003,3433.8275
Macao,Pataca,MOP,0.0971,10.297525
Mauritania,Ouguiya,MRU,0.0028,352.52
Mauritius,Rupee,MUR,0.0217,46.05416667
Maldive Islands,Rufiyaa,MVR,0.0506,19.75166667
Malawi,Kwacha,MWK,0.0011,947.33
Mexico,Mexican Peso,MXN,0.0408,24.49083333
Malaysia,Ringgit,MYR,0.1886,5.302833333
Mozambique,Metical,MZN,0.0125,80.17666667
Nigeria,Naira,NGN,0.0022,463.2416667
Nicaragua,Gold Cordoba,NIO,0.0235,42.62666667
Norway,Norwegian Krone,NOK,0.0881,11.34583333
Nepal,Rupee,NPR,0.0069,144.3975
New Zealand,Dollar,NZD,0.5131,1.949025
Oman,Rial,OMR,2.0303,0.492541667
Panama,Balboa,PAB,0.7817,1.279266667
Peru,New Sol,PEN,0.2343,4.268375
Papua New Guinea,Kina,PGK,0.2303,4.341941667
Philippines,Peso,PHP,0.0152,65.9925
Pakistan,Rupee,PKR,0.0051,194.5241667
Poland,Zloty,PLN,0.2034,4.915541667
Paraguay,Guarani,PYG,0.0001,8049.758333
Qatar,Riyal,QAR,0.2147,4.657791667
Romania,New Leu,RON,0.1836,5.447533333
Serbia,Dinar,RSD,0.0074,135.0566667
Russia,Rouble,RUB,0.0122,81.9125
Rwanda,Franc,RWF,0.0009,1176.019167
Saudi Arabia,Riyal,SAR,0.2084,4.798216667
Soloman Islands,Dollar,SBD,0.0967,10.33748333
Seychelles,Rupee,SCR,0.0561,17.81083333
Sudan Republic,Pound,SDG,0.0168,59.365
Sweden,Krona,SEK,0.0825,12.11666667
Singapore,Dollar,SGD,0.5727,1.746025
Sierra Leone,Leone,SLL,0.0001,11925.09167
Somali Republic,Schilling,SOS,0.0013,743.9033333
Surinam,Dollar,SRD,0.1048,9.540825
Saotome & Principe,Dobra,STD,0.0000,28188.20833
El Salvador,Colon,SVC,0.0894,11.18833333
Swaziland,Lilangeni,SZL,0.0540,18.52666667
Thailand,Baht,THB,0.0252,39.64416667
Turkmenistan,New Manat,TMT,0.2230,4.484966667
Tunisia,Dinar,TND,0.2698,3.706508333
Tonga Islands,Pa'anga (AUS),TOP,0.5514,1.813441667
Turkey,Turkish  Lira,TRY,0.1363,7.334416667
Trinidad/Tobago,Dollar,TTD,0.1158,8.637966667
Taiwan,Dollar,TWD,0.0255,39.2825
Tanzania,Schilling,TZS,0.0003,2950.009167
Ukraine,Hryvnia,UAH,0.0307,32.53
Uganda,Schilling,UGX,0.0002,4722.220833
USA,Dollar,USD,0.7817,1.279266667
Uruguay,Peso,UYU,0.0217,46.00083333
Uzbekistan,Sum,UZS,0.0001,11547.23667
Venezuela,Bolivar Fuerte,VEF,0.0000,317237.2425
Vietnam,Dong,VND,0.0000,29699.93667
Vanuatu,Vatu,VUV,0.0067,148.8058333
Western Samoa,Tala,WST,0.2962,3.3766
Central African Republic,CFA Franc,XAF,0.0013,754.9858333
Antigua,E Caribbean Dollar,XCD,0.2895,3.454033333
Benin,CFA Franc,XOF,0.0013,754.9858333
Fr. Polynesia,CFP Franc,XPF,0.0073,136.88
Yemen (Rep of),Rial,YER,0.0031,319.9191667
South Africa,Rand,ZAR,0.0540,18.52666667
Zambia,Kwacha,ZMW,0.0590,16.96333333
Zimbabwe,Dollar,ZWL,0.0022,462.9641667
