Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Indonesia,Rupiah,IDR,0.0001,14013.84286
Israel,Shekel,ILS,0.1733,5.769878
India,Rupee,INR,0.0131,76.20448
Iraq,Dinar,IQD,0.0005,1863.107346
Iran,Rial,IRR,0.0001,17459.89184
Iceland,Krona,ISK,0.0053,187.988285
Jamaica,Dollar,JMD,0.0073,137.063469
Jordan,Dinar,JOD,0.8831,1.132322
Japan,Yen,JPY,0.0079,126.09873
Kenya,Schilling,KES,0.007,142.95951
Kyrgyz Republic,Som,KGS,0.0212,47.147438
Cambodia,Riel,KHR,0.0002,6475.170204
Comoros,Franc,KMF,0.0018,569.173571
Korea (North),Won,KPW,0.4814,2.077273
South Korea,Won,KRW,0.0006,1769.75423
Kuwait,Dinar,KWD,2.2675,0.441012
Cayman Islands,Dollar,KYD,0.0593,16.875577
Kazakhstan,Tenge,KZT,0.0043,234.887938
Lao People's Dem Rep,Kip,LAK,0.0001,12758.13673
Lebanon,Pound,LBP,0.0004,2407.453061
Sri Lanka,Rupee,LKR,0.0056,178.794204
Lesotho,Loti,LSL,0.0847,11.80493
Lithuania,Litas,LTL,0.2503,3.994697
Latvia,Lat,LVL,1.2258,0.815826
Libya,Dinar,LYD,0.5157,1.939242
Morocco,Dirham,MAD,0.0783,12.764963
Moldova,Leu,MDL,0.0536,18.644859
Madagascar,Malagasy Ariary,MGA,0.0003,3282.515102
Macedonia,Denar,MKD,0.0141,71.130687
Myanmar,Kyat,MMK,0.0976,10.242542
Mongolia,Tugrik,MNT,0.0005,2054.568163
Macao,Pataca,MOP,0.0781,12.802108
Mauritania,Ouguiya,MRO,0.0022,452.906224
Mauritius,Rupee,MUR,0.0219,45.684714
Maldive Islands,Rufiyaa,MVR,0.0416,24.037028
Malawi,Kwacha,MWK,0.0039,255.308673
Mexico,Mexican Peso,MXN,0.0496,20.16043
Malaysia,Ringgit,MYR,0.2048,4.881986
Mozambique,Metical,MZN,0.0224,44.630057
Nigeria,Naira,NGN,0.004,250.632612
Nicaragua,Gold Cordoba,NIO,0.0276,36.20632
Norway,Norwegian Krone,NOK,0.1115,8.964901
Nepal,Rupee,NPR,0.0082,121.36804
New Zealand,Dollar,NZD,0.5046,1.981894
Oman,Rial,OMR,1.6254,0.615242
Panama,Balboa,PAB,0.6258,1.597918
Peru,New Sol,PEN,0.229,4.366532
Papua New Guinea,Kina,PGK,0.2797,3.575102
Philippines,Peso,PHP,0.0145,68.79605
Pakistan,Rupee,PKR,0.0072,139.665653
Poland,Zloty,PLN,0.2068,4.834936
Paraguay,Guarani,PYG,0.0001,6668.88102
Qatar,Riyal,QAR,0.1719,5.818567
Romania,New Leu,RON,0.2025,4.937955
Serbia,Dinar,RSD,0.0084,118.896142
Russia,Rouble,RUB,0.0212,47.147438
Rwanda,Franc,RWF,0.001,961.236734
Saudi Arabia,Riyal,SAR,0.1671,5.98464
Soloman Islands,Dollar,SBD,0.0846,11.822644
Seychelles,Rupee,SCR,0.0491,20.373306
Sudan Republic,Pound,SDG,0.2333,4.285691
Sweden,Krona,SEK,0.0957,10.448853
Singapore,Dollar,SGD,0.4998,2.000944
Sierra Leone,Leone,SLL,0.0001,6990.352448
Somali Republic,Schilling,SOS,0.0004,2511.687346
Surinam,Dollar,SRD,0.1896,5.273114
Saotome & Principe,Dobra,STD,0,28351.27755
El Salvador,Colon,SVC,0.0715,13.977663
Syria,Pound,SYP,0.0125,80.319404
Swaziland,Lilangeni,SZL,0.0847,11.8049306
Thailand,Baht,THB,0.0205,48.795525
Tajikistan,Somoni,TJS,0.0212,47.147438
Turkmenistan,New Manat,TMT,0.2201,4.54361
Tunisia,Dinar,TND,0.4393,2.276393
Tonga Islands,Pa'anga (AUS),TOP,0.6547,1.527388
Turkey,Turkish Lira,TRY,0.3633,2.752214
Trinidad/Tobago,Dollar,TTD,0.0977,10.232887
Taiwan,Dollar,TWD,0.0213,47.0277576
Tanzania,Schilling,TZS,0.0004,2565.878367
Ukraine,Hryvnia,UAH,0.0782,12.784306
Uganda,Schilling,UGX,0.0002,4055.644693
USA,Dollar,USD,0.6266,1.5958134
Uruguay,Peso,UYU,0.0326,30.63543
Uzbekistan,Sum,UZS,0.0004,2792.517959
Venezuela,Bolivar Fuerte,VEF,0.1457,6.862446
Vietnam,Dong,VND,0,33256.90612
Vanuatu,Vatu,VUV,0.0067,148.545367
Western Samoa,Tala,WST,0.2727,3.666714
Cameroon Republic,CFA Franc,XAF,0.0013,758.896061
Antigua,E Caribbean Dollar,XCD,0.2318,4.314367
Benin,CFA Franc,XOF,0.0013,758.896061
Fr. Polynesia,CFP Franc,XPF,0.0072,138.058836
Yemen (Rep of),Rial,YER,0.0029,345.455408
South Africa,Rand,ZAR,0.0844,11.852196
Zambia,Kwacha,ZMK,0.0001,7907.839387
Zimbabwe,Dollar,ZWL,0.0017,604.13551
